,simpleOcc,year,lswt2010,pct_software,pct_robot,pct_ai,mSML,measure,smlObs,normComputer,normalized_r_cog,normalized_r_man,felten_raj_seamans,freyOsborne,d1_nv,d1_tv,d1_v,d2_nv,d2_tv,d2_v,d3_nv,d3_tv,d3_v,d4_nv,d4_tv,d4_v,d5_nv,d5_tv,d5_v,d6_nv,d6_tv,d6_v,d7_nv,d7_tv,d7_v,d8_nv,d8_tv,d8_v,d9_nv,d9_tv,d9_v,tot_emp,a_mean,wagebill,2011 FE,2012 FE,2013 FE,2014 FE,2015 FE,2016 FE,2017 FE,2018 FE,2019 FE,log a_mean,y,intercept
10,11-1021,2012,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0114701397275968,0.0043480267734478896,3867.73291847253,0.0023515474789431302,0.00145571254937587,597.423395291069,0.0201531615171573,0.0119192352579186,5322.62443592909,0.00230359199195595,0.601490247712948,-5.057876580123089,0.145467165551606,1.73167180953843,,0.9961975972732661,0.9748749952522859,0.9961976296362959,0.0038024027267342703,0.025125004747714,0.00380237036370368,0.008110613582540909,0.00307451921628567,2734.90017447036,17.736994935505,16.0965623986729,53.031780979199496,2188870.0,122090.0,267239138300.00015,0,1,0,0,0,0,0,0,0,5.086680093734625,8.260682321165655,1
11,11-1021,2013,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0141750556944122,0.0053542730925776,7760.220083641129,0.00313766515117806,0.0017786903293013,1720.37499761186,0.0271077129650632,0.0147057878839824,15426.2786676218,0.00314289304863419,0.6039701096881109,-5.1022962930733895,0.16983116618424804,1.73331721046682,,0.9941409179609559,0.962938071684429,0.9941409455234641,0.00585908203904384,0.037061928315570994,0.00585905447653634,0.0100232780052159,0.0037860428120862796,5487.30424464268,19.6666204627227,17.914897271745,59.883304641059595,2188870.0,122090.0,267239138300.00015,0,0,1,0,0,0,0,0,0,5.086680093734625,8.956894828091693,1
12,11-1021,2014,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0157746435154257,0.00515120561796,8867.85120284933,0.0036419929609209797,0.0019871419085215,2141.11897836126,0.031515147647576,0.0164984469932155,19169.412752559398,0.0036746211091174103,0.606853140759444,-5.11226567469658,0.18358031691508103,1.7352163998245098,,0.992774723709614,0.965248683934553,0.992774761871534,0.00722527629038572,0.0347513160654467,0.00722523812846565,0.0111543574005579,0.00364245242374575,6270.51772008804,20.1690810836687,18.078922448138698,57.473837629076,2188870.0,122090.0,267239138300.00015,0,0,0,1,0,0,0,0,0,5.086680093734625,9.090300552017236,1
13,11-1021,2015,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0176300810676559,0.005236721316908229,10379.3446532549,0.0038864675103017,0.0021195375965207,2881.8746131598,0.0338800827577731,0.0178390191606745,25770.098773371097,0.00386487850558377,0.60462357286942,-5.12957279249283,0.188252286595282,1.7337489659595302,,0.990617986631331,0.9636664724721942,0.9906180157735649,0.009382013368668729,0.0363335275278061,0.009381984226434879,0.0124663498758081,0.00370292115436996,7339.30498858884,19.9897168238527,17.9682290429127,57.226131207789294,2188870.0,122090.0,267239138300.00015,0,0,0,0,1,0,0,0,0,5.086680093734625,9.247669359757756,1
14,11-1021,2016,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0186383322479253,0.00572564959743774,13454.299985944299,0.00467075919992518,0.00253739430171978,4194.9909892625,0.0406162845832703,0.0212324555626221,37291.981353037,0.00470434909499552,0.6099934543822919,-5.15224940116621,0.207592942749399,1.7372684406333798,,0.9898705274984899,0.9568070591038158,0.9898705414559731,0.01012947250151,0.0431929408961844,0.0101294585440269,0.0131792911225159,0.00404864565704625,9513.62675617932,21.5070477121398,20.1523230192251,58.227812287332,2188870.0,122090.0,267239138300.00015,0,0,0,0,0,1,0,0,0,5.086680093734625,9.507128358411856,1
15,11-1021,2017,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0231713458532026,0.007610397254079859,13610.093277272701,0.00668376776188127,0.00369690722142956,4994.75947135789,0.0578536814582086,0.0309679766495094,43829.4989791343,0.00685633118424127,0.606691505453357,-5.15906396684254,0.250306372253442,1.7351103111003798,,0.983609759897352,0.926162449422748,0.9836097876873141,0.016390240102648,0.0738375505772518,0.0163902123126863,0.0163846157820184,0.00538136350588335,9623.789248940991,23.0537656913202,21.2454205345344,59.1700279485346,2188870.0,122090.0,267239138300.00015,0,0,0,0,0,0,1,0,0,5.086680093734625,9.518640421388652,1
16,11-1021,2018,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0245545912845612,0.00800480467951772,24102.938202486002,0.00751954222056617,0.00396976584022464,10981.1859531944,0.0650816466244572,0.0332072783947431,94901.1101251997,0.00775021170803555,0.6132865653613921,-5.22602937904939,0.265986718447971,1.7394018763806998,,0.981777497226658,0.916684071734162,0.981777490504085,0.0182225027733419,0.0833159282658383,0.0182225094959149,0.0173627180065773,0.00566025167096079,17043.3510494982,22.8993747624327,21.556025762201198,59.1438841326877,2188870.0,122090.0,267239138300.00015,0,0,0,0,0,0,0,1,0,5.086680093734625,10.090130517020176,1
17,11-1021,2019,9783127.959149064,50.0,26.0,68.0,2.881310947398392,3.8854811730372254,11.195279439782505,0.6044038327063038,-0.40628790000000004,-0.4071999,3.3521471,0.16,0.0233516118721127,0.007727935724305709,29290.0313363869,0.00715069016515505,0.00388899737456207,14600.822917231999,0.0617669802756397,0.0324565733989336,125377.7049609,0.00737541492109447,0.6134143844565041,-5.25564558188668,0.25953134922494103,1.7394843055124098,,0.9834872934263059,0.9209670964291641,0.983487305585264,0.0165127065736937,0.0790329035708363,0.016512694414736,0.0165120831064072,0.00546447575523034,20711.1797791257,23.6498351117666,21.9096635009566,58.4633683401916,2188870.0,122090.0,267239138300.00015,0,0,0,0,0,0,0,0,1,5.086680093734625,10.28503665041345,1
18,11-2011,2011,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.0188618732370193,0.00767891425413998,441.30024312223,0.00455036930970051,0.00235763362034691,59.7013544489923,0.0394805438284648,0.0200516512622538,522.052319191124,0.00354307769047706,0.43331999707556895,-3.6799921889059197,0.18027811585769798,1.5890804530316898,,0.996794686101798,0.9981064054056858,0.9967934301104641,0.00320531389820189,0.0018935945943140398,0.00320656988953627,0.0133373584717774,0.00542981234125242,312.046394451001,23.580952413371897,23.1627999698975,105.464943694336,28860.0,117810.0,3399996599.999991,1,0,0,0,0,0,0,0,0,5.071182155990081,6.09198893455134,1
19,11-2011,2012,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.0355106622971143,0.0174838525606664,227.318352813829,0.00863528048542294,0.00463049282091734,55.090635844193294,0.0740055503635864,0.0388421617249679,469.317404961997,0.007936380474728659,0.43494669793541496,-3.6475029369589,0.269133653098935,1.5908144068321397,,0.9898832177443271,0.9888942135772181,0.989881689691816,0.0101167822556727,0.0111057864227819,0.0101183103081838,0.025109830114715,0.012362950706913001,160.738348762815,27.2239100724128,26.6553183334176,102.40010413170401,28860.0,117810.0,3399996599.999991,0,1,0,0,0,0,0,0,0,5.071182155990081,5.430740939327191,1
20,11-2011,2013,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.0570049105549945,0.029194113505645998,272.700813922459,0.0110598074675701,0.00572929234594436,81.58180152325849,0.0941068814039393,0.047799689886505,690.193768304485,0.0106265977387585,0.4472399828644,-3.66309460107162,0.31094510766228,1.60365149516013,,0.977707751900876,0.98143703687004,0.9777052223245519,0.022292248099123998,0.0185629631299603,0.0222947776754482,0.0403085588143692,0.020643355630572,192.82859475966202,28.8154796969094,27.203127915917,113.855839028803,28860.0,117810.0,3399996599.999991,0,0,1,0,0,0,0,0,0,5.071182155990081,5.6120355898180945,1
21,11-2011,2014,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.0756411657918795,0.0352398021239754,299.913640181425,0.0147405821899203,0.007077538604521559,84.4924927225326,0.126924289663749,0.0597370992573447,712.186257751837,0.0144661169427999,0.45501816379098103,-3.64238284281101,0.361998970301219,1.6115369005676698,,0.953823315582654,0.975412300449683,0.9538201013188721,0.0461766844173463,0.0245876995503167,0.0461798986811276,0.0534863812682939,0.0249183030495351,212.070968742628,30.0364796257373,27.917482383831395,116.23417822604999,28860.0,117810.0,3399996599.999991,0,0,0,1,0,0,0,0,0,5.071182155990081,5.706823313886153,1
22,11-2011,2015,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.0947820333820194,0.0500104440502158,420.160344050738,0.0165496878590666,0.00812176372035717,145.293875926693,0.142195645539848,0.06901679957169501,1227.58606855415,0.016536416480945,0.463506468822449,-3.68904350408343,0.38657837334865397,1.6199400134283999,,0.932010286681585,0.946244588218033,0.932007343751848,0.0679897133184153,0.0537554117819667,0.0679926562481519,0.0670210185390757,0.035362724118058,297.098228463949,28.6020685583962,27.1451448312295,108.802620823325,28860.0,117810.0,3399996599.999991,0,0,0,0,1,0,0,0,0,5.071182155990081,6.043013625900415,1
23,11-2011,2016,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.23175988144767198,0.123965703167271,2791.87988910739,0.0288445758748366,0.0129717136599225,339.04416867538504,0.252630630169157,0.11304281416354302,2860.6937901152,0.0295321147646452,0.43479176771121003,-3.73575122280629,0.51279516386867,1.5906496226269702,,0.9193032339255419,0.9584894425689598,0.9193024225671451,0.0806967660744582,0.04151055743104,0.0806975774328549,0.16387898377863902,0.0876569893441362,1974.1572018461802,27.646995201890302,26.340499633488697,112.53795215209699,28860.0,117810.0,3399996599.999991,0,0,0,0,0,1,0,0,0,5.071182155990081,7.934828560762462,1
24,11-2011,2017,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.127654293422914,0.0661609096072342,499.307506201769,0.0232859304822033,0.011573412295962,108.506368695973,0.201440803295382,0.0983338895186278,922.443457357415,0.0237285926568864,0.46924732219813203,-3.6122490686782904,0.461178116504283,1.6255067914798502,,0.846777434386496,0.8499734420924421,0.8467742536568309,0.153222565613504,0.150026557907558,0.15322574634316902,0.0902652165269195,0.0467828278327455,353.063723532615,28.9800396939298,27.918243253819,112.883394838854,28860.0,117810.0,3399996599.999991,0,0,0,0,0,0,1,0,0,5.071182155990081,6.2152229217831065,1
25,11-2011,2018,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.15540201234508702,0.0785906753752315,752.1870991739529,0.0317602468380004,0.0152574366088721,218.17440585161302,0.272777702731065,0.129002902649056,1813.0661696324398,0.033268015084193,0.474053529062471,-3.6708278977414195,0.543109463639479,1.6300966408417,,0.74421489149537,0.73866734749335,0.7442117809090271,0.25578510850463,0.26133265250665,0.25578821909097305,0.109885816739247,0.0555719994958568,531.87659854694,30.3250873110383,29.3895018985593,115.370370158174,28860.0,117810.0,3399996599.999991,0,0,0,0,0,0,0,1,0,5.071182155990081,6.624313668614475,1
26,11-2011,2019,1213042.354793645,68.0,37.0,82.0,2.9019907036994703,3.9909640466847,11.58174056227782,1.0706681112802403,-0.47881693,-0.39367524,3.9131072,0.039,0.174820115462964,0.0847419662873035,918.8406816004901,0.0379912631720984,0.0168722638204722,274.508255462005,0.32539245235431397,0.142908869173729,2267.64291075225,0.0404286349201923,0.48581016391597703,-3.6778682054515497,0.596284638241698,1.6410598777558,,0.667183258651318,0.6858753418047111,0.667179630932595,0.332816741348682,0.314124658195289,0.33282036906740503,0.12361648913167698,0.0599216190128341,649.718476789776,30.264968496459698,28.778017375117603,116.2155971874,28860.0,117810.0,3399996599.999991,0,0,0,0,0,0,0,0,1,5.071182155990081,6.824200482873674,1
27,11-2021,2011,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0154786649174999,0.0043069096333428,4864.72389065617,0.0012567282278455301,0.0007459993298878121,552.1401853093071,0.0110791678664139,0.00644334561748822,4995.02349499555,0.00110236953825786,0.49952880933242105,-5.161614739395,0.100699173921814,1.65339523936778,,0.9976591615266658,0.9973678990018521,0.997659182240328,0.00234083847333388,0.0026321009981477,0.0023408177596722104,0.0109450689268785,0.0030454450076943603,3439.87925168318,17.6458889877341,15.8547704100785,52.6528796816313,205900.0,144140.0,29678425999.99998,1,0,0,0,0,0,0,0,0,5.158784517723423,8.489970779163915,1
28,11-2021,2012,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0279530520168714,0.00973436607336208,4668.754112945349,0.0029799489025363,0.00193650347927414,785.3064100975309,0.0246239946772601,0.0153150528555341,6751.901769161271,0.00305934224752023,0.5005501633513889,-5.1589499227693,0.167566610705775,1.65429450465467,,0.9919525227260749,0.9842673800669309,0.9919525388169991,0.00804747727392496,0.0157326199330694,0.0080474611830007,0.0197657926359901,0.00688323626102659,3301.3076929562394,18.7013352782323,17.2526862958426,56.98294232573001,205900.0,144140.0,29678425999.99998,0,1,0,0,0,0,0,0,0,5.158784517723423,8.448861696802524,1
29,11-2021,2013,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0200744956461806,0.006045161450986329,6230.63420983746,0.0024512834133574397,0.00127749506404321,925.168776076237,0.0217790855799741,0.0111563668421288,8348.88841654326,0.00231408401023361,0.501777078251944,-5.17063410555866,0.14579718425179503,1.6553713231308897,,0.99560693002084,0.994504228000603,0.9956069514343101,0.00439306997915989,0.00549577199939699,0.00439304856568956,0.0141948120003141,0.00427457465535994,4405.72370086896,20.6056027114655,18.510964387851,55.286420443103,205900.0,144140.0,29678425999.99998,0,0,1,0,0,0,0,0,0,5.158784517723423,8.73739389035898,1
30,11-2021,2014,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0345177444439753,0.0097966269271716,5439.993609620539,0.0038482841683141204,0.00195037314755366,1070.43334755877,0.0341887929145884,0.0170123578511825,9572.30793329146,0.0037593340960865,0.501288529585568,-5.166417956992969,0.185675305119117,1.6549429901661201,,0.9879077054531871,0.9853076281209359,0.987907725101966,0.0120922945468132,0.0146923718790641,0.0120922748980343,0.0244077311675992,0.00692726133295777,3846.6563709741704,21.4372148904159,19.8842615746383,56.584992438603294,205900.0,144140.0,29678425999.99998,0,0,0,1,0,0,0,0,0,5.158784517723423,8.601716971999027,1
31,11-2021,2015,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0383991313186363,0.0121165529019013,10237.187854655,0.004940643201013229,0.0027105461415876603,2417.2455385406797,0.0436013895266367,0.023486792125633996,21470.298555243102,0.0049063433305352,0.5010223287861251,-5.20456651501361,0.211978286216469,1.6547093501449202,,0.9842831998033441,0.9755318599476249,0.98428322743505,0.0157168001966557,0.0244681400523747,0.0157167725649499,0.0271522861470805,0.00856769672153998,7238.78495230715,23.3508051249951,21.235120884723603,60.4778595950414,205900.0,144140.0,29678425999.99998,0,0,0,0,1,0,0,0,0,5.158784517723423,9.233879915614088,1
32,11-2021,2016,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0447380293445203,0.0137891393115505,9289.098611587371,0.00602650581769827,0.0031864809281650103,2417.55963035173,0.0531149670477914,0.0274921079473001,21359.7669563001,0.00604914931450467,0.50038877174065,-5.1991022338808,0.23522011627273398,1.6541525783228501,,0.9789554654092171,0.9676732771906291,0.9789554841867909,0.0210445345907831,0.0323267228093711,0.0210445158132091,0.031634563926433,0.009750393913923391,6568.38461936397,23.046538092154197,21.326655852183197,58.736335663130895,205900.0,144140.0,29678425999.99998,0,0,0,0,0,1,0,0,0,5.158784517723423,9.136704446561813,1
33,11-2021,2017,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.054473582657900005,0.016415574435474,8263.5560173962,0.008186593171315171,0.00433820138525893,2250.14719397337,0.0715110254884069,0.0369701239462436,19638.3699662191,0.00834255692446277,0.5007515838280739,-5.18246941393223,0.275870415369706,1.654471540973,,0.9662931903457309,0.952600821184903,0.966293202867178,0.0337068096542686,0.0473991788150971,0.0337067971328224,0.038518639692927,0.0116075640003962,5843.21649661575,24.947944953245603,23.736562465752698,59.9663691164746,205900.0,144140.0,29678425999.99998,0,0,0,0,0,0,1,0,0,5.158784517723423,9.019731290408876,1
34,11-2021,2018,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.069783538168136,0.0223239863068866,20919.8898468649,0.0131247764594828,0.00617730646776788,7899.89650925006,0.11265879259717901,0.0523389980311621,67319.11224157701,0.0138165657419472,0.502253454796004,-5.2628485239969995,0.35391006171185097,1.65578841399017,,0.9370446835211942,0.9104857131316372,0.937044690419614,0.0629553164788056,0.0895142868683633,0.0629553095803856,0.0493444130538792,0.0157854421007151,14792.595972393701,26.4825591191494,25.099144729085197,60.881948536332104,205900.0,144140.0,29678425999.99998,0,0,0,0,0,0,0,1,0,5.158784517723423,9.94850345297524,1
35,11-2021,2019,1213042.354793645,68.0,37.0,82.0,2.9205715118821987,3.9205464029417953,11.450236135444035,0.8578083319312693,-1.0671135,-1.209657,3.8511493,0.014,0.0717734129501853,0.022650597644224,24581.700327609302,0.0133732587593552,0.00694349490881975,10133.7291122165,0.115768485561057,0.058396180428337996,86320.4917459515,0.0139643304526278,0.5026830819718711,-5.28553832646432,0.35576741679471596,1.6561640913938303,,0.934462222737239,0.9067221918098121,0.93446222921063,0.0655377772627613,0.0932778081901878,0.0655377707893702,0.0507514670059784,0.0160163911921588,17381.8869947481,26.787225791007103,25.3141782048239,58.7189523199345,205900.0,144140.0,29678425999.99998,0,0,0,0,0,0,0,0,1,5.158784517723423,10.10979823581705,1
