participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.age,participant.gender,participant.region,participant.treat,participant.employed,participant.high_school,participant.university,participant.not_student,participant.sharing_inn,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.name,session.config.real_world_currency_per_point,session.age18to24,session.age25to34,session.age35to44,session.age45to54,session.age55to64,session.age65to99,session.male,session.female,session.northeast,session.midwest,session.south,session.west,initial.1.player.id_in_group,initial.1.player.role,initial.1.player.payoff,initial.1.player.id_cint,initial.1.player.age,initial.1.player.gender,initial.1.player.nationality,initial.1.player.region,initial.1.player.highest_education,initial.1.player.current_employment,initial.1.player.quota_full,initial.1.player.job_title,initial.1.player.job_tasks,initial.1.player.industry_category,initial.1.player.eligible_to_vote,initial.1.player.voting_intention,initial.1.player.closeness_to_party,initial.1.player.political_views_scale,initial.1.player.iintrsts,initial.1.player.charm,initial.1.player.iprotect,initial.1.player.iprivacy,initial.1.player.cprotect,initial.1.player.climchoi,initial.1.player.hequal,initial.1.player.ewealth,initial.1.player.eradeq,initial.1.player.ediscrim,initial.1.player.hrevdis2,initial.1.player.hfeminin,initial.1.group.id_in_subsession,initial.1.subsession.round_number,beliefs.1.player.id_in_group,beliefs.1.player.role,beliefs.1.player.payoff,beliefs.1.player.robots_per_1000_workers,beliefs.1.player.confidence_robots,beliefs.1.player.rank1_robots,beliefs.1.player.rank2_robots,beliefs.1.player.rank3_robots,beliefs.1.player.country_more_robots,beliefs.1.player.sector_more_robots,beliefs.1.player.sector_more_robots_in_country,beliefs.1.player.job_impact_robots_order,beliefs.1.player.job_impact_robots_sign,beliefs.1.player.job_impact_robots,beliefs.1.player.job_impact_robots_overall,beliefs.1.player.confidence_job_impact,beliefs.1.player.ai_what_is,beliefs.1.player.ai_job_impact_future_order,beliefs.1.player.ai_job_impact_future_sign,beliefs.1.player.ai_job_impact_future,beliefs.1.player.confidence_ai_future,beliefs.1.player.low_skill_ai_impact_order,beliefs.1.player.low_skill_ai_impact_sign,beliefs.1.player.low_skill_ai_impact,beliefs.1.player.high_skill_ai_impact_order,beliefs.1.player.high_skill_ai_impact_sign,beliefs.1.player.high_skill_ai_impact,beliefs.1.player.confidence_ai_skill,beliefs.1.player.open_opinion_automation_ai,beliefs.1.group.id_in_subsession,beliefs.1.subsession.round_number,narratives.1.player.id_in_group,narratives.1.player.role,narratives.1.player.payoff,narratives.1.player.treat,narratives.1.player.attention_check,narratives.1.player.cq_answer1,narratives.1.player.cq_answer2,narratives.1.player.cq_answer3,narratives.1.player.cq_answer4,narratives.1.player.cq_answer5,narratives.1.player.button_statements,narratives.1.player.mistake_answer1,narratives.1.player.mistake_answer2,narratives.1.player.mistake_answer3,narratives.1.player.mistake_answer4,narratives.1.player.mistake_answer5,narratives.1.player.policy_intervention,narratives.1.player.policy_intervention_reason1,narratives.1.player.policy_intervention_reason2,narratives.1.player.universal_income,narratives.1.player.tax_credits_innovation,narratives.1.player.stronger_regulations_ai,narratives.1.player.education_policies_training,narratives.1.player.breaking_up_tech_monopolies,narratives.1.player.lower_taxes_on_labor,narratives.1.player.higher_taxes_on_capital,narratives.1.player.minimum_wage_policy,narratives.1.player.unemployment_benefits,narratives.1.player.sharing_inn,narratives.1.player.button_optimistic,narratives.1.player.button_pessimistic,narratives.1.player.button_neutral,narratives.1.group.id_in_subsession,narratives.1.subsession.round_number,final.1.player.id_in_group,final.1.player.role,final.1.player.payoff,final.1.player.job_loss_chance,final.1.player.postal_code,final.1.player.civil_status,final.1.player.num_children,final.1.player.num_adults,final.1.player.num_elderly,final.1.player.annual_gross_household_income,final.1.player.high_school_type,final.1.player.university_major,final.1.player.firm_use_robots_ai,final.1.player.born_in_country,final.1.player.religious_community,final.1.player.trust_in_government,final.1.player.trust_in_political_parties,final.1.player.trust_in_trade_unions,final.1.player.trust_in_tech_tycoons,final.1.player.risk_willingness,final.1.player.feelings_towards_technology,final.1.player.smartphone_os,final.1.player.hours_computer_use_for_work,final.1.player.active_on_social_media,final.1.player.facebook,final.1.player.twitter,final.1.player.instagram,final.1.player.tiktok,final.1.player.linkedin,final.1.player.other_social,final.1.player.time_spent_on_social_media,final.1.player.usage_AI,final.1.player.general_comments,final.1.player.survey_biased,final.1.player.statements_informative,final.1.player.button_link,final.1.group.id_in_subsession,final.1.subsession.round_number
1966,t0pjgus0,6710cdeb-ebf1-267e-3907-7c22822fc3d2,0,1,21,initial,InformedConsent,2024-10-17 08:42:34.911709,1,,,0.0,,,,pessimistic,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1966,,0.0,6710cdeb-ebf1-267e-3907-7c22822fc3d2,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,1,1966,,0.0,,,,,,,,,0,,,,,,0,,,,1,,,0,,,,,1,1,1966,,0.0,pessimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1966,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1967,l9hh5qwa,6710ce0e-f38d-e1ee-0640-481682dd81bf,0,6,21,initial,IndividualSocietalDecisions,2024-10-17 08:43:00.742129,1,,,0.0,71,Female,Missouri,neutral,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1967,,0.0,6710ce0e-f38d-e1ee-0640-481682dd81bf,71,Female,US nationality,Missouri,High school diploma,Retired,0,Boss of east bayca.p,,Cook,Yes,Republican,5,11,,,,,,,,,,,,,1,1,1967,,0.0,,,,,,,,,0,,,,,,1,,,,1,,,1,,,,,1,1,1967,,0.0,neutral,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1967,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1968,dr63f5g8,6710cdfd-8cfb-554b-1de2-2d5d7c7c5df9,0,21,21,final,Completion,2024-10-17 08:43:23.230505,1,,,0.0,39,Male,California,baseline,1,0,1,1,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1968,,0.0,6710cdfd-8cfb-554b-1de2-2d5d7c7c5df9,39,Male,US nationality,California,Master’s degree,Employed,0,Chief technology officer ,IT specialist ,Retail ,Yes,Democrat,6,10,2,6,1,3,6,6,4,6,6,6,6,5,1,1,1968,,0.0,3.0,7,Republic of Korea,Japan,Germany,China,Electrics/Electronics,Automotive,0,decrease,50.0,decrease a lot,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,40.0,7,1,decrease,80.0,1,decrease,20.0,7,"AI is a good innovation and it makes life easier but every advantage comes with a disadvantage, AI presents a great challenge on terms of security and identity theft ",1,1,1968,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,AI should be regulated more often to protect our privacy ,AI should be rigorously monitoring ,0,0,1,1,1,0,0,0,0,neutral,4,1,1,1,1,1968,,0.0,17,94104,Married,2,2,0,1500000,,Second class upper ,AI,1,Catholic,9,5,5,8,10,10,iOS (iPhone),8.0,Yes,1,1,1,1,1,0,200,5,I love the experience and the opportunity to evaluate latest technologies ,"No, it did not feel biased",,4,1,1
1969,s1ut9v8s,6710ce4d-c563-b06c-237b-df8c4610967b,0,8,21,beliefs,IndustrialRobots,2024-10-17 08:44:03.629967,1,,,0.0,48,Female,Texas,optimistic,1,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1969,,0.0,6710ce4d-c563-b06c-237b-df8c4610967b,48,Female,US nationality,Texas,High school diploma,Employed,0,Supervisor,"Customer supervisor, inventory procurement",Retail and wholesale,Yes,Republican,7,11,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1969,,0.0,,,,,,,,,0,,,,,,1,,,,0,,,0,,,,,1,1,1969,,0.0,optimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1969,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1970,t0b11gzg,6710ce33-fb85-fc3a-f197-7006edaae6cb,0,21,21,final,Completion,2024-10-17 08:44:04.791047,1,,,0.0,52,Female,Colorado,pessimistic,0,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1970,,0.0,6710ce33-fb85-fc3a-f197-7006edaae6cb,52,Female,US nationality,Colorado,High school diploma,Currently not employed and not looking for work,0,Cook,"Prep food, clean kitchen, cook food",Restaurant owner,Yes,Democrat,5,4,5,5,4,5,4,4,5,5,4,3,2,6,1,1,1970,,0.0,180.0,3,China,Italy,Republic of Korea,US,Food,Metal and Machinery,0,decrease,5.0,increase a little,3,,1,increase,5.0,2,1,increase,30.0,0,decrease,15.0,2,AI and automation  makes the work force  more streamlined .  They make the workers more productive.  I believe that AI is a positive in the work force.,1,1,1970,,0.0,pessimistic,1,1,0,1,0,0,0,0,0,0,0,0,No,The government is way too interested in interfering in the lives of its citizens.  They do not need too regulate AI.,"AI is an extremely dangerous tool that without the help of the government to regulate it , it may create many problems. ",0,0,1,1,1,0,0,0,0,optimistic,0,0,0,1,1,1970,,0.0,,80910,Single,0,3,0,20000,No,,Not Applicable,1,I do not belong to any religious community,3,3,6,2,1,8,Android,0.0,Yes,1,0,0,0,0,1,500,2,No,"No, it did not feel biased",8,0,1,1
1971,inus95yb,6710ce84-7400-76e9-a996-666b3a1b642e,0,21,21,final,Completion,2024-10-17 08:44:57.453946,1,,,0.0,51,Female,Texas,neutral,1,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1971,,0.0,6710ce84-7400-76e9-a996-666b3a1b642e,51,Female,US nationality,Texas,University degree,Employed,0,Educater,Teaching children ,School ,Yes,Democrat,5,4,1,4,2,6,3,4,3,3,3,3,3,3,1,1,1971,,0.0,,4,Japan,China,US,China,Electrics/Electronics,Electrics/Electronics,0,decrease,15.0,decrease a lot,2,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,20.0,1,1,decrease,15.0,1,decrease,12.0,3,Ai in my opinion is shaping the future of jobs a pro and con it will make work faster but people will loose their jobs,1,1,1971,,0.0,neutral,1,1,0,1,0,0,0,0,0,0,0,0,No,Because it's not their place ,There business is needed elsewhere ,0,0,1,0,0,0,0,0,0,not support,0,0,0,1,1,1971,,0.0,84,77073,Married,1,2,0,,,Education ,AI,1,Protestant,1,0,2,3,4,10,Android,6.0,Yes,1,0,1,1,0,0,200,5,No,"Yes, right-wing bias",7,0,1,1
1972,qf85m9ww,6710cedb-b509-6231-e926-97acc6907f5e,0,11,21,beliefs,OpenQuestion,2024-10-17 08:46:26.041507,1,,,0.0,45,Female,Texas,baseline,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1972,,0.0,6710cedb-b509-6231-e926-97acc6907f5e,45,Female,US nationality,Texas,High school diploma,Other,0,Unemployment ,None,0,No,Do not know,4,7,3,4,3,5,3,4,2,4,6,3,4,4,1,1,1972,,0.0,,7,US,US,US,US,Plastic and Chemical Products,Metal and Machinery,1,decrease,0.0,decrease a lot,4,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,1,decrease,2.0,5,1,decrease,2.0,0,increase,2.0,5,,1,1,1972,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1972,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1973,hatg3pth,6710cee1-34de-b17f-ff19-c265076e4142,0,21,21,final,Completion,2024-10-17 08:46:44.085758,1,,,0.0,43,Male,Alabama,optimistic,1,0,1,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1973,,0.0,6710cee1-34de-b17f-ff19-c265076e4142,43,Male,US nationality,Alabama,Master’s degree,Employed,0,Manager,"Overseeing IT operations, managing technical staff, ensuring network security, implementing new technologies, troubleshooting issues, maintaining systems and infrastructure, budgeting for IT projects, and collaborating with other departments to meet tech needs.",Information Technology,Yes,Democrat,6,4,3,4,3,4,4,3,4,6,5,4,4,3,1,1,1973,,0.0,1.0,3,Republic of Korea,Germany,Japan,China,Electrics/Electronics,Automotive,1,decrease,2.0,decrease a little,3,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,10.0,3,1,decrease,15.0,0,decrease,10.0,3,"Automation and AI are reshaping the job market by increasing efficiency and productivity, leading to a shift in job types. Low-skilled roles are decreasing, while high-skilled positions are on the rise, enhancing job quality. Average wages are expected to grow for skilled roles due to demand for expertise. Overall, it's a transformative period, requiring adaptation and continuous learning. Balanced right, it holds promise for an improved workforce landscape.",1,1,1973,,0.0,optimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,"Ensure fair and responsible use of AI, preventing misuse.",Safeguard workers by creating retraining programs and support measures for those impacted by automation.,0,1,1,1,0,1,0,1,1,not support,0,0,0,1,1,1973,,0.0,10,35660,Married,2,2,,140000,,Computer Science,AI,1,Protestant,7,6,6,6,3,8,iOS (iPhone),6.0,Yes,1,1,1,1,1,0,1,4,Very good survey,"No, it did not feel biased",6,0,1,1
1974,eii3jkh6,6710cefb-fa7f-4220-df7a-da410d06bd08,0,21,21,final,Completion,2024-10-17 08:46:56.997903,1,,,0.0,52,Female,Kentucky,pessimistic,0,1,0,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1974,,0.0,6710cefb-fa7f-4220-df7a-da410d06bd08,52,Female,US nationality,Kentucky,High school diploma,Retired,0,Homemaker ,Care for the family and house work ,N/a,Yes,Democrat,7,1,6,6,1,6,1,6,6,6,6,6,1,1,1,1,1974,,0.0,10.0,7,China,Germany,Republic of Korea,China,Metal and Machinery,Automotive,1,decrease,1000.0,decrease a lot,7,"they are very large deep learning models that can predict patterns in texts, pictures and videos",0,increase,500.0,5,1,decrease,20.0,1,decrease,20.0,7,They help shape job force and replace humans on job working it cut into wage companies have pay out.,1,1,1974,,0.0,pessimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,Should help worker keep their jobs,Shouldn't if does infer with workers on job sites,0,0,1,1,0,1,0,1,0,pessimistic,2,0,1,1,1,1974,,0.0,,42642,Married,0,3,0,16000,No,,Not Applicable,1,Protestant,10,6,10,0,0,10,Android,0.0,Yes,1,0,1,1,0,0,8,2,No,"No, it did not feel biased",10,0,1,1
1975,7df57qul,6710cefe-428a-2c05-4fa4-e13ac5c1deb0,0,21,21,final,Completion,2024-10-17 08:47:00.399086,1,,,0.0,46,Female,Texas,neutral,0,1,0,0,neutral,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1975,,0.0,6710cefe-428a-2c05-4fa4-e13ac5c1deb0,46,Female,US nationality,Texas,High school diploma,Student,0,,,,Yes,Do not know,1,6,6,4,5,5,2,2,1,6,6,5,1,3,1,1,1975,,0.0,28.0,7,Republic of Korea,Germany,Japan,China,Electrics/Electronics,Automotive,1,decrease,3.0,decrease a little,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,60.0,7,0,decrease,30.0,0,increase,5.0,4,I believe AI is going to create a bigger gap between socioeconomic classes. Many lower wage earning workers will be without jobs.,1,1,1975,,0.0,neutral,1,1,0,1,0,0,0,0,0,0,0,0,Yes,AI could offer society advancements in areas that humans alone cannot reach.,"AI has the potential to create a huge gap between socioeconomic classes, essentially leading to only two categories: the extremely wealthy and the extremely poverty stricken.",1,0,0,1,0,0,0,1,1,neutral,1,1,1,1,1,1975,,0.0,,77371,Divorced,1,1,0,0,No,,,1,Other,0,0,0,0,5,5,Android,0.0,Yes,1,0,0,0,0,0,60,2,This was a very interesting and eye opening survey.,"No, it did not feel biased",5,0,1,1
1976,m4tjdnqz,6710cf32-25fb-3578-fa30-9e7adedbebe9,0,8,21,beliefs,IndustrialRobots,2024-10-17 08:47:55.580586,1,,,0.0,77,Female,New York,baseline,1,0,1,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1976,,0.0,6710cf32-25fb-3578-fa30-9e7adedbebe9,77,Female,US nationality,New York,Master’s degree,Employed,0,RN,HEALHCARE,DEPARTMENT OF HEALTH,Yes,Republican,7,11,4,5,1,5,1,1,6,1,1,1,1,6,1,1,1976,,0.0,,,,,,,,,0,,,,,,1,,,,1,,,1,,,,,1,1,1976,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1976,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1977,9zp1ln5i,6710cf5d-23b3-612c-f4df-f335f5a7c241,0,21,21,final,Completion,2024-10-17 08:49:07.143126,1,,,0.0,35,Male,New York,optimistic,1,0,1,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1977,,0.0,6710cf5d-23b3-612c-f4df-f335f5a7c241,35,Male,US nationality,New York,Master’s degree,Employed,0,CEO,Software management ,Information technology ,Yes,Republican,7,11,5,5,4,5,4,5,4,4,6,5,4,5,1,1,1977,,0.0,27.0,7,Russia,US,China,China,Electrics/Electronics,Automotive,0,increase,1000.0,increase a lot,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,increase,80.0,7,1,increase,75.0,1,increase,85.0,7,The best future generated by AI. Its so great and amazing artificial working. ,1,1,1977,,0.0,optimistic,1,1,0,1,0,0,0,0,0,0,0,0,Yes,AI always better in any process ,The most intelligence art working by AI,0,0,1,1,1,0,0,1,0,pessimistic,1,0,0,1,1,1977,,0.0,76,10116,Married,2,2,,,,Master’s Degree ,Both,1,Jewish,8,6,8,7,8,10,iOS (iPhone),6.0,Yes,1,1,0,1,0,0,400,3,The survey is really amazing and i have more knowledge by this survey.,"Yes, right-wing bias",9,0,1,1
1978,l75x1u0a,6710cfac-7ff8-c719-a24e-bc364199422f,0,7,21,initial,EqualityDiscrimination,2024-10-17 08:49:55.947166,1,,,0.0,22,Female,Michigan,pessimistic,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1978,,0.0,6710cfac-7ff8-c719-a24e-bc364199422f,22,Female,US nationality,Michigan,High school diploma,Employed,0,Line assembler ,Line assembler ,Manufacturing ,Yes,Democrat,4,7,4,2,4,3,3,3,,,,,,,1,1,1978,,0.0,,,,,,,,,1,,,,,,0,,,,0,,,0,,,,,1,1,1978,,0.0,pessimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1978,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1979,mv9gb6qx,6710cfd3-2fd2-e167-a889-e0c3eb47328e,0,14,21,narratives,PolicyOpinions,2024-10-17 08:50:34.099646,1,,,0.0,38,Male,South Carolina,neutral,1,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1979,,0.0,6710cfd3-2fd2-e167-a889-e0c3eb47328e,38,Male,US nationality,South Carolina,High school diploma,Employed,0,Executive manager ,I manage a team of managers and hold primary decision making responsibilities ,Restaurant / Food and Beverage ,Yes,Democrat,7,5,5,6,2,6,1,2,2,6,6,6,1,6,1,1,1979,,0.0,300.0,7,China,China,Japan,China,Metal and Machinery,Plastic and Chemical Products,1,decrease,20.0,decrease a little,7,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,25.0,7,0,decrease,10.0,0,decrease,10.0,7,AI is shaping the present and the future by performing multiple jobs simultaneously ,1,1,1979,,0.0,neutral,1,1,0,1,0,0,2,4,1,4,3,3,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1979,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1980,jnclclts,6710cfe0-511e-088a-c36f-28f3a9cf6c1f,0,21,21,final,Completion,2024-10-17 08:50:46.828718,1,,,0.0,27,Female,Indiana,baseline,0,1,0,1,pessimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1980,,0.0,6710cfe0-511e-088a-c36f-28f3a9cf6c1f,27,Female,US nationality,Indiana,High school diploma,Currently not employed and not looking for work,0,Homemaker ,Cleaning ,Housework ,No,Republican,7,11,4,2,5,2,3,4,4,3,4,3,1,4,1,1,1980,,0.0,2000.0,5,Japan,China,US,Japan,Automotive,Electrics/Electronics,0,decrease,100.0,decrease a lot,6,they are very large deep learning models that have developed a form of intelligence by replicating how the human brain works,0,decrease,25.0,4,1,decrease,25.0,1,decrease,25.0,5,They are making jobs easier ,1,1,1980,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,Yes,They should limit ai ,The should allow more ai ,1,1,0,0,0,0,0,0,0,pessimistic,0,0,0,1,1,1980,,0.0,,47362,Married,0,2,0,60000,Communication ,,None,1,Christian Orthodox,4,6,3,7,9,5,Android,5.0,Yes,1,1,1,1,1,1,180,2,N9,"Yes, right-wing bias",,0,1,1
1981,lddqpmj9,6710cfea-0486-f039-2ec4-c49448ba912d,0,10,21,beliefs,AIQualifications,2024-10-17 08:50:56.913825,1,,,0.0,18,Female,Washington,optimistic,0,1,0,0,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1981,,0.0,6710cfea-0486-f039-2ec4-c49448ba912d,18,Female,US and other nationality,Washington,High school diploma,Student,0,,,,Yes,Democrat,6,6,4,4,2,3,4,4,2,5,5,5,3,2,1,1,1981,,0.0,27.0,7,Republic of Korea,Germany,Japan,China,Electrics/Electronics,Automotive,0,decrease,6.0,decrease a lot,6,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,14.0,5,1,,,1,,,,,1,1,1981,,0.0,optimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1981,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1982,wdm4m1gl,6710d002-d30a-f8c6-8e03-5e9bb6ecdfcc,0,21,21,final,Completion,2024-10-17 08:51:19.541953,1,,,0.0,37,Female,Florida,pessimistic,1,1,0,1,optimistic,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1982,,0.0,6710d002-d30a-f8c6-8e03-5e9bb6ecdfcc,37,Female,US nationality,Florida,High school diploma,Employed,0,Customer service ,I work for customer service ,Answering phones ,Yes,Republican,6,10,6,5,4,5,3,5,6,5,4,5,6,5,1,1,1982,,0.0,1000.0,5,US,Japan,Republic of Korea,US,Electrics/Electronics,Plastic and Chemical Products,1,increase,100.0,increase a little,5,they are very large models that use an elaborated set of pre-defined rules to understand the context and provide plausible answers,1,decrease,100.0,3,1,increase,100.0,1,decrease,100.0,4,I’m not to sure but would love to know ,1,1,1982,,0.0,pessimistic,1,1,0,1,0,0,0,2,1,2,0,0,Yes,Al,Government ,0,0,1,1,0,0,1,0,0,optimistic,2,0,0,1,1,1982,,0.0,84,33933,Married,0,2,0,1500,High school diploma ,,None,1,Protestant,9,10,10,9,3,4,iOS (iPhone),50.0,Yes,0,0,1,1,0,0,4,3,,"Yes, left-wing bias",9,0,1,1
1983,s2pnhnxh,6710d035-140f-9430-f648-36ad0f208f21,0,5,21,initial,VotingDetails,2024-10-17 08:52:11.572023,1,,,0.0,54,Female,Mississippi,neutral,,,,,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1983,,0.0,6710d035-140f-9430-f648-36ad0f208f21,54,Female,US nationality,Mississippi,High school diploma,Currently not employed and not looking for work,0,Do not work outside the home ,N/A,N/A,,,,,,,,,,,,,,,,,1,1,1983,,0.0,,,,,,,,,0,,,,,,1,,,,0,,,1,,,,,1,1,1983,,0.0,neutral,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1983,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
1984,lxvdxin1,6710d056-d797-9942-b566-ebe04bd6c51b,0,21,21,final,Completion,2024-10-17 08:52:56.550572,1,,,0.0,26,Male,Alabama,baseline,0,1,0,1,not support,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1984,,0.0,6710d056-d797-9942-b566-ebe04bd6c51b,26,Male,US nationality,Alabama,High school diploma,Currently not employed and not looking for work,0,Disabled ,None,Nope,Yes,Democrat,1,1,6,6,6,6,6,3,3,3,3,3,1,1,1,1,1984,,0.0,,,US,China,Japan,US,Food,Food,0,decrease,0.0,decrease a lot,1,"they are very large deep learning models that can predict patterns in texts, pictures and videos",1,increase,60.0,1,0,decrease,0.0,1,decrease,0.0,1,15.00,1,1,1984,,0.0,baseline,,0,0,0,0,0,0,0,0,0,0,0,No,Never heard ,Never heard ,0,1,0,0,0,0,0,0,0,not support,2,2,2,1,1,1984,,0.0,,3557/,Single,0,0,0,900,Janitorial ,,Not Applicable,1,Christian Orthodox,1,1,1,1,10,0,Android,0.0,Yes,1,1,0,0,0,0,5,1,No,"No, it did not feel biased",,0,1,1
1985,gq3melkw,6710d08f-4872-2713-ae95-d2cd3afa11e4,0,8,21,beliefs,IndustrialRobots,2024-10-17 08:53:54.792264,1,,,0.0,40,Male,Florida,optimistic,0,1,0,1,,7vbha7nz,,,,,0,0.0,survey_automationAI_us,1.0,483,662,661,651,673,849,1921,2033,692,842,1554,891,1985,,0.0,6710d08f-4872-2713-ae95-d2cd3afa11e4,40,Male,US nationality,Florida,High school diploma,Currently not employed and not looking for work,0,5y4y7u,yerdyue5yh,wegrhj4wyh,Yes,Republican,5,7,5,5,5,6,6,6,5,6,6,6,6,5,1,1,1985,,0.0,,,,,,,,,0,,,,,,0,,,,1,,,0,,,,,1,1,1985,,0.0,optimistic,,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1985,,0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,0,1,1
